Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
italy-world-soccer-chair,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_NewBlue_Back.jpg?v=1644992594,2,feature,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Front.jpg?v=1644992594,lb,,,,,,,,,
italy-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_NewBlue_Back_Blank.jpg?v=1644992594,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Back.jpg?v=1644992594,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Back_Blank.jpg?v=1644992594,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Front.jpg?v=1644992594,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-complete-custom-with-personalized-name-world-soccer-chair,Italy Complete Custom with personalized name World Soccer Chair,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Complete Custom with personalized name and number World Soccer Series,WorldSoccer,true,Chair Base Colour,Blue,,Home Away,Home,,,,,,22679.6185,shopify,999,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_Blue_Front_lo.jpg?v=1644992589,1,"",false,,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_Blue_Front_lo.jpg?v=1644992589,lb,,,true,,,true,,,active
italy-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_Blue_Back_lo.jpg?v=1644992589,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Front_lo.jpg?v=1644992589,lb,,,,,,,,,
italy-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_Home_Blue_Back_Blank_lo.jpg?v=1644992589,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_Home_White_Back_Blank_lo.jpg?v=1644992589,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Back_lo.jpg?v=1644992589,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
italy-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Italy_White_Front_lo.jpg?v=1644992589,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,Germany Complete Custom with personalized name World Soccer Chair Mini,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Complete Custom with personalized name and number World Soccer Series,WorldSoccer,true,Chair Base Colour,Black,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo_mini.jpg?v=1644992584,1,"",false,Germany World Soccer Chair | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo_mini.jpg?v=1644992584,lb,,,true,,,true,,,active
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Back_lo_mini.jpg?v=1644992584,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo_mini.jpg?v=1644992584,lb,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_Black_Back_Blank_lo_mini.jpg?v=1644992584,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_White_Back_Blank_lo_mini.jpg?v=1644992584,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Back_lo_mini.jpg?v=1644992584,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo_mini.jpg?v=1644992584,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair,Germany World Soccer Chair,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,World Soccer Series,WorldSoccer,true,Chair Base Colour,Black,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front.jpg?v=1644992579,1,"",false,Germany World Soccer Chair | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front.jpg?v=1644992579,lb,,,true,,,true,,,active
germany-world-soccer-chair,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Back.jpg?v=1644992579,2,feature,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front.jpg?v=1644992579,lb,,,,,,,,,
germany-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Back_Blank.jpg?v=1644992579,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Back.jpg?v=1644992579,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Back_Blank.jpg?v=1644992579,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front.jpg?v=1644992579,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair,Germany Complete Custom with personalized name World Soccer Chair,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Complete Custom with personalized name and number World Soccer Series,WorldSoccer,true,Chair Base Colour,Black,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo.jpg?v=1644992574,1,"",false,Germany World Soccer Chair | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo.jpg?v=1644992574,lb,,,true,,,true,,,active
germany-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Back_lo.jpg?v=1644992574,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo.jpg?v=1644992574,lb,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_Black_Back_Blank_lo.jpg?v=1644992574,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_White_Back_Blank_lo.jpg?v=1644992574,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Back_lo.jpg?v=1644992574,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-complete-custom-with-personalized-name-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo.jpg?v=1644992574,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair-mini,Germany World Soccer Chair Mini,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Outdoor Chairs,WorldSoccer,true,Chair Base Colour,Black,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo_mini_2b0a5d74-3b67-413d-bfc9-b9d3ab191ae2.jpg?v=1644992568,1,"",false,Germany World Soccer Chair | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Front_lo_mini_2b0a5d74-3b67-413d-bfc9-b9d3ab191ae2.jpg?v=1644992568,lb,,,true,,,true,,,active
germany-world-soccer-chair-mini,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Black_Back_lo_mini_279cbc48-4c9a-49cd-80de-36ca75d770a7.jpg?v=1644992568,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo_mini_0315b549-313b-4306-a1fb-0cace0504549.jpg?v=1644992568,lb,,,,,,,,,
germany-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_Black_Back_Blank_lo_mini_2ff77c5a-90bf-460f-8fb1-cb96869e5abd.jpg?v=1644992568,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_Home_White_Back_Blank_lo_mini_34ac2879-62ba-4623-9f2f-13fde8d96463.jpg?v=1644992568,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Back_lo_mini_7a8a5b68-ecbe-4e48-b803-23aeba663492.jpg?v=1644992568,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
germany-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/Germany_White_Front_lo_mini_0315b549-313b-4306-a1fb-0cace0504549.jpg?v=1644992568,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair-mini,France World Soccer Chair Mini,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Outdoor Chairs,WorldSoccer,true,Chair Base Colour,Red,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front_lo_mini_c51046fa-9882-403e-ac4a-d768a282fd4b.jpg?v=1644992563,1,"",false,France World Soccer Chair Mini | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front_lo_mini_c51046fa-9882-403e-ac4a-d768a282fd4b.jpg?v=1644992563,lb,,,true,,,true,,,active
france-world-soccer-chair-mini,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,399.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Home_Red_Back_Blank_lo_mini_32575485-2b2b-43d6-982d-0a7fd119dac7.jpg?v=1644992563,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front_lo_mini_cf139368-8a38-4db6-99c9-8909b50188b0.jpg?v=1644992563,lb,,,,,,,,,
france-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Home_White_Back_Blank_lo_mini_3ea77254-2150-467e-987c-603d54f7dc60.jpg?v=1644992563,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Back_lo_mini_4f458ecc-8e96-4da6-9d6c-fc0fe1f2bb76.jpg?v=1644992563,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Back_lo_mini_90659327-934d-4555-b9fe-9b137ede1d8e.jpg?v=1644992563,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front_lo_mini_cf139368-8a38-4db6-99c9-8909b50188b0.jpg?v=1644992563,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-complete-custom-with-personalized-name-world-soccer-chair-mini,France Complete Custom with personalized name World Soccer Chair Mini,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,Complete Custom with personalized name and number World Soccer Series,WorldSoccer,true,Chair Base Colour,Red,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front_lo_mini.jpg?v=1644992558,1,"",false,,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front_lo_mini.jpg?v=1644992558,lb,,,true,,,true,,,active
france-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Home_Red_Back_Blank_lo_mini.jpg?v=1644992558,2,"",,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front_lo_mini.jpg?v=1644992558,lb,,,,,,,,,
france-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Home_White_Back_Blank_lo_mini.jpg?v=1644992558,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Back_lo_mini.jpg?v=1644992558,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Back_lo_mini.jpg?v=1644992558,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-complete-custom-with-personalized-name-world-soccer-chair-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front_lo_mini.jpg?v=1644992558,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair,France World Soccer Chair,"<meta charset=""utf-8"">
<p>The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.</p>
<p><span>Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading. </span><br><br></p>
<ul>
<li><span>*3/4” Traditional Adirondack Curved Back Style</span></li>
<li><span>Folding Style for portability</span></li>
<li><span>Base Chair Colors: Black, Red, White</span></li>
<li><span>Stainless Steel Hardware</span></li>
<li><span>Made from Recycled Plastic (HDPE)</span></li>
<li><span>Professional Grade 3M Certified Vinyl</span></li>
<li><span>UV stabilizer technology to prevent fading</span></li>
</ul>",mycustomsportschair,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,World Soccer Series,WorldSoccer,true,Chair Base Colour,Red,,Home Away,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front.jpg?v=1644992552,1,"",false,France World Soccer Chair | MyCustomSportsChair.com,"The High Density Polyethylene (HDPE) Plastic Muskoka/ Adirondack Chair.

Made from 95% recycled material; maintenance free and resistant to : Moisture, Fading, Warping and Splinting. Equally matching the high quality of the chair with the Professional Grade 3M Certified Vinyl Print technology with UV stabilizers to prevent fading.",,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Front.jpg?v=1644992552,lb,,,true,,,true,,,active
france-world-soccer-chair,,,,,,,,,White,,,Home,,,,,,22679.6185,shopify,1000,continue,manual,449.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Back.jpg?v=1644992552,2,feature,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front.jpg?v=1644992552,lb,,,,,,,,,
france-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_Red_Back_Blank.jpg?v=1644992552,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Back.jpg?v=1644992552,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Back_Blank.jpg?v=1644992552,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
france-world-soccer-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1049/2124/products/France_White_Front.jpg?v=1644992552,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,
